,Person,<=10_10-20,<=10_20-30,<=10_30-40,<=10_40-50,<=10_50-60,<=10_60-70,10-20_20-30,10-20_30-40,10-20_40-50,10-20_50-60,10-20_60-70,20-30_30-40,20-30_40-50,20-30_50-60,20-30_60-70,30-40_40-50,30-40_50-60,30-40_60-70,40-50_50-60,40-50_60-70,50-60_60-70,<=10_70+,10-20_70+,20-30_70+,30-40_70+,40-50_70+,50-60_70+,60-70_70+
503,502,,,,,,,0.2665,0.2549142857142857,0.23945714285714284,0.27121249999999997,0.24765555555555555,0.5038857142857143,0.4838190476190476,0.4463375,0.42004074074074077,0.5513938775510204,0.4966285714285714,0.46505079365079366,0.5304428571428571,0.4859079365079365,0.5303527777777778,,0.26993333333333336,0.40774444444444446,0.4487666666666667,0.4619476190476191,0.5180708333333334,0.6507703703703704
504,64,,,,,,,0.3804714285714285,0.33071666666666666,0.30951249999999997,0.27906666666666663,,0.519295238095238,0.4944982142857143,0.45731428571428556,,0.58075625,0.5605222222222221,,0.6445458333333334,,,,,,,,,
505,264,,,,,,,0.4647933333333333,0.4582733333333333,0.44833999999999996,,,0.5917555555555555,0.5060833333333333,,,0.5541166666666667,,,,,,,,,,,,
506,395,,,,,,,,,,,,0.44927160493827156,0.37244629629629633,0.38299444444444447,0.3679066666666666,0.4501611111111111,0.45221111111111106,0.4392711111111111,0.4024791666666667,0.42378333333333335,0.5377325,,,0.3924703703703703,0.4591851851851852,0.4146888888888889,0.55065,0.7203333333333334
507,48,0.2735793103448275,0.271275,0.26111499999999993,0.2444785714285714,0.23979,0.2529857142857143,0.5693374999999999,0.5595666666666667,0.5057,0.4535666666666667,0.4665166666666667,0.5906875,0.555434375,0.47822499999999996,0.4746708333333333,0.6082875,0.5182444444444445,0.5171055555555557,0.6213583333333335,0.5500916666666666,0.662,0.2593,0.3911,0.4361,0.46543333333333337,0.5112749999999999,0.6556000000000001,0.74025
508,284,,,,,,,,,,,,0.5536875000000001,0.5638,0.44971249999999996,0.449475,0.6215041666666666,0.59918125,0.571628125,0.5695458333333333,0.5423333333333333,0.54776875,,,0.3953375,0.491553125,0.4817833333333334,0.502509375,0.5610234374999999
509,483,,,,,,,,,,,,0.501278125,0.434025,0.3896,0.32254722222222226,0.5114025,0.43651249999999997,0.4185166666666667,0.5212349999999999,0.5037233333333333,0.5266472222222222,,,0.34935000000000005,0.4297875,0.50126,0.529,0.5944777777777777
510,409,,,,,,,0.5910333333333333,0.6325571428571429,0.58655,0.5842799999999999,0.5555,0.6356047619047619,0.5834583333333333,0.5670999999999999,0.53245,0.696455357142857,0.6846442857142856,0.6411571428571429,0.7292937499999999,0.6992125,0.7767000000000001,,,,,,,
511,336,,,,,,,,,,,,0.59928,0.505365,0.4904325,0.47777666666666657,0.5693916666666667,0.54644375,0.5154527777777779,0.6132,0.570175,0.5939229166666666,,,,,,,
512,455,,,,,,,,,,,,0.5727150000000001,0.5108000000000001,0.3935866666666667,0.35446,0.5998375,0.47855,0.470225,0.4650166666666667,0.493925,0.5827666666666667,,,,,,,
513,88,,,,,,,,,,,,,,,,0.47448888888888896,0.4970666666666666,0.5318,0.5654129629629631,0.5442592592592592,0.6266611111111111,,,,0.4438166666666667,0.46625648148148147,0.5695777777777777,0.57275
514,204,,,,,,,,,,,,0.5178999999999999,0.51355,0.5192833333333332,0.27227500000000004,0.4524166666666667,0.4652761904761905,0.27249285714285715,0.5069055555555555,0.2967583333333333,0.3549,,,0.48839999999999995,0.4211142857142858,0.47875,0.5495333333333333,0.33465
515,554,,,,,,,,,,,,0.48783928571428575,0.47895625,0.4133583333333333,0.43238750000000004,0.49847500000000006,0.4175571428571428,0.4444910714285714,0.45587500000000003,0.507028125,0.5128041666666666,,,0.4309475000000001,0.4219857142857143,0.48264000000000007,0.5060266666666666,0.658495
516,448,,,,,,,,,,,,0.6210566666666666,0.593608,0.521328,0.40264,0.6465033333333334,0.5614366666666668,0.44255555555555554,0.634096,0.5209,0.5951266666666667,,,0.4117933333333333,0.44591388888888894,0.5021866666666667,0.5528033333333333,0.5475666666666668
517,214,0.029499999999999995,0.029499999999999995,0.029499999999999995,0.029499999999999995,0.029499999999999995,0.029499999999999995,0.3615,0.3715399999999999,0.38095,0.3927333333333333,0.3845,0.5368850000000001,0.4297625,0.4906916666666667,0.40976250000000003,0.42724,0.5293066666666666,0.44558,0.55185,0.522425,0.6273999999999998,0.033042857142857145,0.32835714285714285,0.40955,0.43057999999999996,0.4662428571428571,0.6209761904761905,0.6710857142857142
518,413,,,,,,,0.39992666666666665,0.4322000000000001,0.3896833333333333,0.38633333333333325,0.36073333333333335,0.44211,0.43381499999999995,0.4069,0.38777,0.5319687499999999,0.5206,0.4840875,0.47925,0.5224125,0.5951500000000001,,0.30581111111111114,0.30644,0.4416333333333334,0.3880166666666667,0.4786333333333334,0.45280000000000004
519,493,,,,,,,0.47316,0.34170000000000006,0.3090888888888889,0.3272,0.3512222222222222,0.4568,0.4254566666666667,0.39388000000000006,0.46435999999999994,0.42558333333333337,0.45125000000000004,0.45636666666666664,0.48785833333333334,0.5191444444444444,0.5268333333333334,,0.32962222222222226,0.41412,0.42683333333333334,0.5137777777777778,0.5366166666666666,0.6834444444444445
520,549,,,,,,,0.5188055555555555,0.47087,0.39215,0.421025,0.36515,0.4811977777777778,0.4362333333333333,0.4538666666666667,0.4147111111111111,0.41475,0.40604000000000007,0.42152,0.421575,0.42965000000000003,0.4385,,0.33641666666666675,0.38858518518518514,0.3687533333333334,0.38425,0.40183333333333326,0.6849666666666666
521,7,,,,,,,0.4854571428571428,0.46621250000000003,0.43406,0.47078333333333333,0.48410000000000003,0.5640732142857142,0.4887,0.5356142857142857,0.49210952380952383,0.5293525,0.55125625,0.5429,0.5261566666666667,0.5166799999999999,0.5851805555555555,,0.4483142857142857,0.4429489795918367,0.47326964285714285,0.4607285714285714,0.5220952380952382,0.5996619047619047
522,555,,,,,,,0.4435,0.37656666666666666,0.4888,0.3528,,0.6226333333333334,0.6394,0.46115000000000006,,0.6188333333333333,0.48655833333333326,,0.6299250000000001,,,,,,,,,
523,202,,,,,,,,,,,,,,,,0.6018571428571429,0.49923333333333336,0.43670333333333333,0.5685857142857144,0.5111871428571431,0.65532,,,,,,,
